codigo;descripcion;precio;bonif;bonif2;caja1;caja2;costo;utilidad;pl;iva;dolar;flete;rubro;tarjeta
99.10.12.22;1208 CURVA 90 MH  1/2 POLIMEX;67.88;27;0;0;0;45.26;1.5;54.38;0;20.02;14;-;23
99.10.12.23;1209 CURVA 90 MH 3/4 POLIMEX;85.31;27;0;0;0;56.87;1.5;68.34;0;25.17;14;-;23
99.10.12.24;1210 CURVA 90 MH 1 POLIMEX;153.32;27;0;0;0;102.21;1.5;122.82;0;45.23;14;-;23
99.10.12.25;1211 CURVA 90 HH 1/2 POLIMEX;67.88;27;0;0;0;45.26;1.5;54.38;0;20.02;14;-;23
99.10.12.26;1212 CURVA 90 HH 3/4 POLIMEX;85.41;27;0;0;0;56.94;1.5;68.42;0;25.19;14;-;23
99.10.12.27;1213 CURVA 90 HH 1 POLIMEX;148.25;27;0;0;0;98.83;1.5;118.76;0;43.73;14;-;23
99.10.12.28;1214 CURVA 90 HH 1 1/4 POLIMEX;306.66;27;0;0;0;204.44;1.5;245.66;0;90.46;14;-;23
99.10.12.29;1215 CURVA 90 HH 1 1/2 POLIMEX;408.97;27;0;0;0;272.65;1.5;327.62;0;120.64;14;-;23
99.10.12.30;1216 CURVA 90 HH 2 POLIMEX;776.17;27;0;0;0;517.45;1.5;621.78;0;228.96;14;-;23
99.10.12.31;1217 CODO 90 MH 1/2 POLIMEX;26.56;27;0;0;0;17.71;1.5;21.28;0;7.86;14;-;23
99.10.12.32;1218 CODO 90 MH 3/4 POLIMEX;45.66;27;0;0;0;30.44;1.5;36.58;0;13.47;14;-;23
99.10.12.33;1219 CODO 90 MH 1 POLIMEX;76.8;27;0;0;0;51.2;1.5;61.52;0;22.65;14;-;23
99.10.12.34;1220 CODO 45¼ HH 1/2 POLIMEX;50.36;27;0;0;0;33.57;1.5;40.34;0;14.9;14;-;23
99.10.12.35;1221 CODO 45¼ HH 3/4 POLIMEX;68.21;27;0;0;0;45.47;1.5;54.64;0;20.12;14;-;23
99.10.12.36;1222 CODO 45¼ HH 1 POLIMEX;127.53;27;0;0;0;85.02;1.5;102.16;0;37.62;14;-;23
99.10.12.37;1223 CODO 45 HH 1 1/4 POLIMEX;222.45;27;0;0;0;148.3;1.5;178.2;0;65.62;14;-;23
99.10.12.38;1224 CODO 45 HH 1 1/2 POLIMEX;358.89;27;0;0;0;239.26;1.5;287.5;0;105.87;14;-;23
99.10.12.39;1225 CODO 45 HH 2 POLIMEX;714.8;27;0;0;0;476.53;1.5;572.62;0;210.86;14;-;23
99.10.12.40;1226 NIPLE D.ROSCA X6CM 1/2 POLIMEX;17.5;27;0;0;0;11.67;1.5;14.02;0;5.18;14;-;23
99.10.12.41;1227 NIPLE D.ROSCA X6CM 3/4 POLIMEX;23.12;27;0;0;0;15.41;1.5;18.52;0;6.8;14;-;23
99.10.12.42;1228 NIPLE D.ROSCA X10CM 1/2 POLIMEX;26.09;27;0;0;0;17.39;1.5;20.9;0;7.67;14;-;23
99.10.12.43;1229 NIPLE D.ROSCA X10CM 3/4 POLIMEX;36.63;27;0;0;0;24.42;1.5;29.34;0;10.81;14;-;23
99.10.12.44;1230 NIPLE D.ROSCA X15CM 1/2 POLIMEX;44.79;27;0;0;0;29.86;1.5;35.88;0;13.21;14;-;23
99.10.12.45;1231 NIPLE D.ROSCA X15CM 3/4 POLIMEX;61.12;27;0;0;0;40.74;1.5;48.96;0;18.03;14;-;23
99.10.12.46;1232 CONEX. COMP. P/TANQUE 1/2 POLIMEX;243.14;27;0;0;0;162.1;1.5;194.78;0;71.72;14;-;23
99.10.12.47;1233 CONEX. COMP. P/TANQUE 3/4 POLIMEX;275.77;27;0;0;0;183.85;1.5;220.92;0;81.35;14;-;23
99.10.12.48;1234 CONEX. COMP. P/TANQUE 1 POLIMEX;305.81;27;0;0;0;203.87;1.5;244.98;0;90.21;14;-;23
99.10.12.49;1235 CONEX. COMP. P/TANQUE 11/4 POLIMEX;335.09;27;0;0;0;223.4;1.5;268.44;0;98.85;14;-;23
99.10.12.50;1236 CONEX. COMP. P/TANQUE 11/2 POLIMEX;512.74;27;0;0;0;262.94;1.95;315.96;0;116.27;14;-;23
99.10.12.51;1237 CONEX. COMP. P/TANQUE 2 POLIMEX;554.57;27;0;0;0;369.71;1.5;444.26;0;163.59;14;-;23
99.10.12.52;1238 CONEX. CRUZ P/TANQUE 11/2 POLIMEX;639.13;27;0;0;0;426.09;1.5;512;0;188.53;14;-;23
99.10.12.53;1239 CRUCES 1/2 POLIMEX;95.22;27;0;0;0;63.48;1.5;76.28;0;28.09;14;-;23
99.10.12.54;1240 CRUCES 3/4 POLIMEX;180.6;27;0;0;0;120.4;1.5;144.68;0;53.27;14;-;23
99.10.12.55;1241 CRUCES 1 POLIMEX;255.65;27;0;0;0;170.43;1.5;204.8;0;75.41;14;-;23
99.10.12.56;1242 CRUCES 11/4 POLIMEX;332.2;27;0;0;0;221.47;1.5;266.12;0;97.99;14;-;23
99.10.12.57;1243 CRUCES 11/2 POLIMEX;459.72;27;0;0;0;306.48;1.5;368.28;0;135.61;14;-;23
99.10.12.58;1244 CRUCES 2 POLIMEX;904.62;27;0;0;0;603.08;1.5;724.68;0;266.85;14;-;23
99.10.12.59;1245 CURVA SOBRE PASO 1/2 POLIMEX;140.56;27;0;0;0;93.71;1.5;112.6;0;41.46;14;-;23
99.10.12.60;1246 CURVA SOBRE PASO 3/4 POLIMEX;242.59;27;0;0;0;161.73;1.5;194.34;0;71.56;14;-;23
99.10.12.61;1247 CURVA SOBRE PASO 1 POLIMEX;474.23;27;0;0;0;316.15;1.5;379.9;0;139.89;14;-;23
99.10.12.62;1248 BUJE RED 3/8X1/2 POLIMEX;14.48;27;0;0;0;9.65;1.5;11.6;0;4.27;14;-;23
99.10.12.63;1249 BUJE RED 3/4X1/2 POLIMEX;15.65;27;0;0;0;10.44;1.5;12.54;0;4.62;14;-;23
99.10.12.64;1250 BUJE RED 1X1/2 POLIMEX;22.89;27;0;0;0;15.26;1.5;18.34;0;6.77;14;-;23
99.10.12.65;1251 BUJE RED 1X3/4 POLIMEX;30.66;27;0;0;0;20.44;1.5;24.56;0;9.07;14;-;23
99.10.12.66;1252 BUJE RED 1 1/4X1/2 POLIMEX;57.02;27;0;0;0;38.01;1.5;45.68;0;16.82;14;-;23
99.10.12.67;1253 BUJE RED 1 1/4X3/4 POLIMEX;57.02;27;0;0;0;38.01;1.5;45.68;0;16.82;14;-;23
99.10.12.68;1254 BUJE RED 1 1/4X1 POLIMEX;37.07;27;0;0;0;24.72;1.5;29.7;0;10.94;14;-;23
99.10.12.69;1255 BUJE RED 1 1/2X1/2 POLIMEX;70.2;27;0;0;0;46.8;1.5;56.24;0;20.71;14;-;23
99.10.12.70;1256 BUJE RED 1 1/2X3/4 POLIMEX;70.2;27;0;0;0;46.8;1.5;56.24;0;20.71;14;-;23
99.10.12.71;1257 BUJE RED 1 1/2X1 POLIMEX;61.94;27;0;0;0;41.29;1.5;49.62;0;18.27;14;-;23
99.10.12.72;1258 BUJE RED 1 1/2X1 1/4 POLIMEX;44.81;27;0;0;0;29.88;1.5;35.9;0;13.22;14;-;23
99.10.12.73;1259 BUJE RED 2X1/2 POLIMEX;195.26;27;0;0;0;130.17;1.5;156.42;0;57.6;14;-;23
99.10.12.74;1260 BUJE RED 2X3/4 POLIMEX;189.79;27;0;0;0;126.53;1.5;152.04;0;55.99;14;-;23
99.10.12.75;1261 BUJE RED 2X1 POLIMEX;152.89;27;0;0;0;101.93;1.5;122.48;0;45.1;14;-;23
99.10.12.76;1262 BUJE RED 2X1 1/4 POLIMEX;146.48;27;0;0;0;97.65;1.5;117.34;0;43.21;14;-;23
99.10.12.77;1263 BUJE RED 2X1 1/2 POLIMEX;146.48;27;0;0;0;97.65;1.5;117.34;0;43.21;14;-;23
99.10.12.78;1264 CODO REDUCCION 3/4X1/2 POLIMEX;76.8;27;0;0;0;51.2;1.5;61.52;0;22.65;14;-;23
99.10.12.79;1265 CODO REDUCCION 1X1/2 POLIMEX;105.56;27;0;0;0;70.37;1.5;84.56;0;31.14;14;-;23
99.10.12.80;1266 CODO REDUCCION 1X3/4 POLIMEX;94.57;27;0;0;0;63.05;1.5;75.76;0;27.9;14;-;23
99.10.12.81;1267 TEE REDUCCION  3/4X1/2 POLIMEX;115.34;27;0;0;0;76.9;1.5;92.4;0;34.02;14;-;23
99.10.12.82;1268 TEE REDUCCION  1X1/2 POLIMEX;122.96;27;0;0;0;81.97;1.5;98.5;0;36.27;14;-;23
99.10.12.83;1269 TEE REDUCCION 1X3/4 POLIMEX;125.93;27;0;0;0;83.95;1.5;100.88;0;37.15;14;-;23
99.10.12.84;1270 CUPLA REDUCCION 3/4X1/2 POLIMEX;30.71;27;0;0;0;20.47;1.5;24.6;0;9.09;14;-;23
99.10.12.85;1271 CUPLA REDUCCION 1X1/2 POLIMEX;63.74;27;0;0;0;42.49;1.5;51.06;0;18.8;14;-;23
99.10.12.86;1272 CUPLA REDUCCION 1X3/4 POLIMEX;54.13;27;0;0;0;36.08;1.5;43.36;0;15.97;14;-;23
99.10.12.87;1273 CUPLA REDUCCION 1/2X3/8 POLIMEX;30.71;27;0;0;0;20.47;1.5;24.6;0;9.09;14;-;23
99.10.12.88;1274 ACOPLE COMPR. STANDART 1/2;150.94;27;0;0;0;100.63;1.5;120.92;0;44.53;14;-;23
99.10.12.89;1275 ACOPLE COMPR. STANDART 3/4;181.2;27;0;0;0;120.8;1.5;145.16;0;53.45;14;-;23
99.10.12.90;1276 ACOPLE COMPR. STANDART 1;296.55;27;0;0;0;197.7;1.5;237.56;0;87.48;14;-;23
99.10.12.91;1277 ACOPLE COMPR. STANDART 1 1/4;732.85;27;0;0;0;488.57;1.5;587.08;0;216.18;14;-;23
99.10.12.92;1278 ACOPLE COMPR. STANDART 1 1/2;916.43;27;0;0;0;610.95;1.5;734.14;0;270.33;14;-;23
99.10.12.93;1279 ACOPLE COMPR. STANDART 2;1127.02;27;0;0;0;751.34;1.5;902.84;0;332.45;14;-;23
99.10.12.94;1280 ACOPLE COMPR. PROFESIONAL 1/2;166.8;27;0;0;0;111.2;1.5;133.62;0;49.2;14;-;23
99.10.12.95;1281 ACOPLE COMPR. PROFESIONAL 3/4;213.48;27;0;0;0;142.32;1.5;171.02;0;62.97;14;-;23
99.10.12.96;1282 ACOPLE PPM 1/2;145.98;27;0;0;0;97.32;1.5;116.94;0;43.06;14;-;23
99.10.12.97;1283 ACOPLE PPM 3/4;172.79;27;0;0;0;115.19;1.5;138.42;0;50.97;14;-;23
99.10.12.98;1284 ACOPLE PPM 1;211.71;27;0;0;0;141.14;1.5;169.6;0;62.45;14;-;23
99.10.12.99;1285 SELLADORES H3 X 25CC;224.73;27;0;0;0;155.31;1.447;186.62;0;68.72;14;-;23
99.10.13.01;1286 SELLADORES H3 X 50CC;410.92;27;0;0;0;273.94;1.5;329.18;0;121.22;14;-;23
99.10.13.02;1287 SELLADORES H3 X 125CC;583.37;27;0;0;0;432.13;1.35;519.26;0;191.27;14;-;23
99.10.13.03;1288 SELLADORES 25CC MIDORI;207.57;27;0;0;0;138.38;1.5;166.28;0;61.23;14;-;23
99.10.13.04;1289 SELLADORES 50CC LOS†NG;284.69;27;0;0;0;189.79;1.5;228.06;0;83.98;14;-;23
99.10.13.05;1290 SELLADORES 125CC LOS†NG;462.65;27;0;0;0;308.43;1.5;370.62;0;136.47;14;-;23
99.10.13.06;1291 SELLADORES P/GAS LOS†NG X50CC;456.7;27;0;0;0;304.47;1.5;365.86;0;134.72;14;-;23
99.10.13.07;1292 DEPOSITO PVC C/BOTON 8LTS.;1066.55;27;0;0;0;711.03;1.5;854.4;0;314.62;14;-;23
99.10.13.08;1293 DEPOSITO PVC C/BOTON 11LTS.;1230.82;27;0;0;0;820.55;1.5;986;0;363.07;14;-;23
99.10.13.09;1294 ESPATULA PINTOR C/PVC DE 90;210.56;27;0;0;0;140.38;1.5;168.68;0;62.11;14;-;23
99.10.13.10;1295 ESPATULA PINTOR C/PVC DE 80;205.15;27;0;0;0;136.76;1.5;164.34;0;60.52;14;-;23
99.10.13.11;1296 DEPOSITO PVC MIG X 6 LITROS;1388.23;27;0;0;0;925.49;1.5;1112.1;0;409.51;14;-;23
99.10.13.12;1297 DEPOSITO PVC MIG X 8 LITROS;1413.55;27;0;0;0;942.37;1.5;1132.38;0;416.98;14;-;23
99.10.13.13;1298 DEPOSITO PVC MIG X 12 LITROS;1479.39;27;0;0;0;986.26;1.5;1185.12;0;436.4;14;-;23
99.10.13.14;1299 MOCHILA WADA 12LTS.C/BOT.CROMA.;2336.12;27;0;0;0;1557.41;1.5;1871.44;0;689.12;14;-;23
99.10.13.15;1300 MOCHILETTA C/BOT.PVC M;1726.12;27;0;0;0;1150.75;1.5;1382.78;0;509.18;14;-;23
99.10.13.16;1301 MOCHILA RIGIDA BLANCA X12 LTS;2447.79;27;0;0;0;1748.42;1.4;2100.96;0;774.62;14;-;23
99.10.13.18;1303 REP. CONCOR C/FLAPPER APOYO;765.15;27;0;0;0;355.88;2.15;427.64;0;157.44;14;-;23
99.10.13.20;1305 TAPA P/MOCHILA 11 LTS.;80.96;27;0;0;0;53.98;1.5;64.86;0;23.88;14;-;23
99.10.13.21;1306 BOTON PVC P/DEP. M;142.78;27;0;0;0;95.19;1.5;114.38;0;42.12;14;-;23
99.10.13.22;1307 BOTON MOCHILA M;260.12;27;0;0;0;173.41;1.5;208.38;0;76.73;14;-;23
99.10.13.23;1308 TCA.P/COD.MOCH M;36.75;27;0;0;0;24.5;1.5;29.44;0;10.84;14;-;23
99.10.13.24;1309 TCA.P/COD.MOCH BRONZO;36.75;27;0;0;0;24.5;1.5;29.44;0;10.84;14;-;23
99.10.13.25;1310 BOTON LAT. PVC CRO LARGO Y CORTO;559.55;27;0;0;0;266.45;2.1;320.18;0;117.8;14;-;23
99.10.13.26;1311 BOTON SUP. PVC BCO LARGO Y CORTO;479.62;27;0;0;0;266.45;1.8;320.18;0;117.84;14;-;23
99.10.13.27;1312 VALVULA ADMISION CONCOR;486.36;27;0;0;0;324.24;1.5;389.62;0;143.47;14;-;23
99.10.13.28;1313 LITARGIRIO 100 CM;167.47;27;0;0;0;111.65;1.5;134.16;0;49.4;14;-;23
99.10.13.29;1314 LITARGIRIO 200 CM;302.04;27;0;0;0;201.36;1.5;241.96;0;89.1;14;-;23
99.10.13.30;1315 LITARGIRIO 500 CM;692.01;27;0;0;0;461.34;1.5;554.36;0;204.13;14;-;23
99.10.13.31;1316 LITARGIRIO 1000 CM;1070.73;35;0;0;0;713.8201;1.5;963.32;0;315.85;14;-;23
99.10.13.32;1317 MASILLA X 1/2 KG;115.29;27;0;0;0;76.86;1.5;92.36;0;34.01;14;-;23
99.10.13.33;1318 MASILLA X 1KG;223.52;27;0;0;0;149.01;1.5;179.06;0;65.94;14;-;23
99.10.13.34;1319 EPOXI LOS†NG (10MIN) X 70 GR.;148.25;27;0;0;0;98.83;1.5;118.76;0;43.73;14;-;23
99.10.13.35;1320 PINTURA ASFALTICA 1LTS.;717.7;27;0;0;0;478.47;1.5;574.94;0;211.71;14;-;23
99.10.13.36;1321 PINTURA ASFALTICA 4LTS.;2482.52;27;0;0;0;1655.01;1.5;1988.72;0;732.31;14;-;23
99.10.13.37;1322 PINTURA ASFALTICA 18LTS.;10113.93;27;0;0;0;6742.62;1.5;8102.16;0;2983.46;14;-;23
99.10.13.38;1323 ROLLO ASFALCREEP;258.1;27;0;0;0;172.07;1.5;206.76;0;76.14;14;-;23
99.10.13.40;1325 GRASA GRAFITADA X 100GR.;118.59;27;0;0;0;79.06;1.5;95;0;34.98;14;-;23
99.10.13.41;1326 TEFLON 1/2 X 10M X UNI;68.67;27;0;0;0;25.91;2.65;31.14;0;11.48;14;-;23
99.10.13.42;1327 TEFLON 1/2 X 10M X100;50.6;27;0;0;0;25.3;2;30.4;0;11.22;14;-;23
99.10.13.43;1328 TEFLON 3/4 X 10M X UNI;83.74;27;0;0;0;44.07;1.9;52.96;0;19.12;14;-;23
99.10.13.44;1329 TEFLON 3/4 X 10M X 100;75.61;27;0;0;0;43.21;1.75;51.92;0;19.09;14;-;23
99.10.13.45;1330 TEFLON 1 X 10M X UNI;77.99;27;0;0;0;52;1.5;62.48;0;23.92;14;-;23
70.05.60.70;DISCO DIAM.CONTINUO 7       TYROLIT;1036.4;40;0;10;10;690.93;1.5;1140.71;21;345.47;3;-;23
99.10.13.46;1331 TEFLON 1 X 10M X 100;76.37;27;0;0;0;50.91;1.5;61.18;0;22.53;14;-;23
99.10.13.47;1332 CA„AMO 20 GR.;115.94;27;0;0;0;77.29;1.5;92.88;0;33.41;14;-;23
99.10.13.48;1333 CA„AMO 100 GR.;570.9;27;0;0;0;380.6;1.5;457.34;0;168.41;14;-;23
99.10.13.49;1334 CA„AMO 250 GR.;1419.77;27;0;0;0;946.51;1.5;1137.36;0;418.81;14;-;23
99.10.13.50;1335 CA„AMO 500 GR.;2749.01;27;0;0;0;1832.67;1.5;2202.2;0;810.92;14;-;23
99.10.13.51;1336 CA„AMO 1000 GR.;5431.55;27;0;0;0;3621.04;1.5;4351.16;0;1602.23;14;-;23
99.10.13.52;1337 ADHESIVOS 60 CM3;115.29;27;0;0;0;76.86;1.5;92.36;0;34.01;14;-;23
99.10.13.53;1338 ADHESIVOS 100 CM3;156.49;27;0;0;0;104.32;1.5;125.36;0;46.16;14;-;23
99.10.13.54;1339 ADHESIVOS 250 CM3;344.36;27;0;0;0;229.57;1.5;275.86;0;101.58;14;-;23
99.10.13.55;1340 ADHESIVOS 500 CM3;604.13;27;0;0;0;402.75;1.5;483.96;0;178.21;14;-;23
99.10.13.56;1341 ADHESIVOS 1000 CM3;1123.17;27;0;0;0;748.78;1.5;899.76;0;331.32;14;-;23
99.10.13.57;1342 GLICERINA 100CM3;73.57;27;0;0;0;49.05;1.5;58.94;0;21.7;14;-;23
99.10.13.58;1343 GLICERINA 200CM3;113.94;27;0;0;0;75.96;1.5;91.28;0;33.61;14;-;23
99.10.13.59;1344 GLICERINA 500CM3;228.46;27;0;0;0;152.31;1.5;183.02;0;67.39;14;-;23
99.10.13.60;1345 GLICERINA1000CM3;333.67;35;0;0;0;222.4482;1.5;300.2;0;98.43;14;-;23
99.10.13.61;1346 ESTERINA (LA VELA);18;27;0;0;0;12;1.5;14.42;0;5.33;14;-;23
99.10.13.62;1347 ASIENTO PVC INFLADO BLANCO;791.12;27;0;0;0;527.42;1.5;633.76;0;218.54;14;-;23
99.10.13.63;1348 ASIENTO PVC INFLADO AZUL F.A.;934;27;0;0;0;562.65;1.66;676.1;0;249.07;14;-;23
99.10.13.64;1349 ASIENTO PVC FAMILIAR BLANCO;1482.93;27;0;0;0;988.62;1.5;1187.96;0;437.44;14;-;23
99.10.13.65;1350 ASIENTO PVC BLANCO FERRUM;3584.94;27;0;0;0;2389.96;1.5;2871.86;0;961.11;14;-;23
99.10.13.66;1351 ASIENTO PVC RIGIDO BCO SIMIL FERRUM 4M;1570.33;27;0;0;0;682.75;2.3;820.42;0;274.53;14;-;23
99.10.13.67;1352 ASIENTO LAQUEADO BLANCO FERRUM;4990.26;27;0;0;0;3780.5;1.32;4542.78;0;105.3;14;-;23
99.10.13.68;1353 ASIENTO PVC PILAR BLANCO;2765.41;27;0;0;0;1975.29;1.4;2373.58;0;794.66;14;-;23
99.10.13.69;1354 ASIENTO PVC RIGIDO BCO SIMIL FERRUM ECO;622.43;27;0;0;0;366.13;1.7;439.96;0;160.01;14;-;23
99.10.13.70;1355 TORNILLO MONKOTO PVC P/ASIENTO XUNI;37.7;27;0;0;0;12.57;3;15.1;0;5.03;14;-;23
99.10.13.71;1356 TORNILLO CONCOR PVC P/ASIENTO XUNI;82.14;27;0;0;0;54.76;1.5;65.8;0;24.3;14;-;23
99.10.13.72;1357 CA„O PVC 40 3,2 X 4M;763.42;27;0;0;0;449.07;1.7;539.62;0;210.89;14;-;23
99.10.13.73;1358 CA„O PVC 50 3,2 X 4M;941.45;27;0;0;0;553.8;1.7;665.46;0;285.29;14;-;23
99.10.13.74;1359 CA„O PVC 63 3,2 X 4M;1072.36;27;0;0;0;714.91;1.5;859.06;0;316.33;14;-;23
99.10.13.75;1360 CA„O PVC 110 3,2 X 4M FORTIFLEX;1491.77;30;0;0;0;994.5155;1.5;1246.26;0;474.3;14;-;23
99.10.13.76;1361 CA„O PVC  160 2,6 X 4M;3377.35;27;0;0;0;2597.96;1.3;3121.8;0;984.65;14;-;23
99.10.13.77;1362 CA„O PVC  200 2,8 X 4M;5601.23;27;0;0;0;4480.98;1.25;5384.5;0;1697.34;14;-;23
99.10.13.78;1363 CA„O PVC  40 CLASSIC X 4M;704.83;27;0;0;0;503.45;1.4;604.96;0;178.44;14;-;23
99.10.13.79;1364 CA„O PVC  50 CLASSIC X 4M;913.47;27;0;0;0;652.48;1.4;784.04;0;330.97;14;-;23
99.10.13.80;1365 CA„O PVC 60 CLASSIC X 4M;1123.84;27;0;0;0;791.44;1.42;951.02;0;482.33;14;-;23
99.10.13.81;1366 CA„O PVC  100 CLASSIC X 4M;1230.1;30;0;0;0;878.6459;1.4;1101.06;0;464.79;14;-;23
99.10.13.82;1367 CA„O PVC 40 PLUS X 4M;527.97;27;0;0;0;377.12;1.4;453.16;0;171.98;14;-;23
99.10.13.83;1368 CA„O PVC  50 PLUS X 4M;663.63;27;0;0;0;457.68;1.45;549.96;0;202.95;14;-;23
99.10.13.84;1369 CA„O PVC  60 PLUS X 4M;798.29;27;0;0;0;521.76;1.53;626.96;0;231.39;14;-;23
99.10.13.85;1370 CA„O PVC 100 PLUS X 4M;1142.85;30;0;0;0;737.3201;1.55;923.96;0;341.5;14;-;23
99.10.13.86;1371 CA„O GRIS 110 X 4M;1194.57;27;0;0;0;823.84;1.45;989.96;0;374.47;14;-;23
99.10.13.87;1372 CA„O CLOTE 110 2.8 X 4M;2391.64;27;0;0;0;1649.4;1.45;1981.98;0;729.16;14;-;23
99.10.13.88;1373 CA„O POCERO X6M C/CUPLA ¯115;3539.93;27;0;0;0;2359.95;1.5;2835.8;0;1072.71;14;-;23
99.10.13.89;1374 CA„O POCERO X6M SIN/CUPLA ¯115;2.5;27;0;0;0;1.66;1.5;2;0;0.76;14;-;23
99.10.13.90;codigo libre;2.67;35;0;0;0;1.7784;1.5;2.4;0;0.78;14;-;23
99.10.13.91;1376 CA„OS PVC 63 KG UD;1779.48;27;0;0;0;1186.32;1.5;1425.52;0;520.32;14;-;23
99.10.13.92;codigo libre;2.67;35;0;0;0;1.7784;1.5;2.4;0;0.78;14;-;23
99.10.13.93;codigo libre;2.67;35;0;0;0;1.7784;1.5;2.4;0;0.78;14;-;23
99.10.13.94;codigo libre;2.67;35;0;0;0;1.7784;1.5;2.4;0;0.78;14;-;23
99.10.13.95;codigo libre;2.67;35;0;0;0;1.7784;1.5;2.4;0;0.78;14;-;23
99.10.13.96;1381 CA„O PVC IRAM 40 3,2 X 4M;1323.15;27;0;0;0;882.1;1.5;1059.96;0;390.31;14;-;23
99.10.13.97;1382 CA„O PVC IRAM 50 3,2 X 4M;1519.51;27;0;0;0;1013;1.5;1217.26;0;448.23;14;-;23
99.10.13.98;1383 CA„O PVC IRAM 63 3,2 X 4M;1960.56;27;0;0;0;1307.04;1.5;1570.58;0;578.34;14;-;23
99.10.13.99;1384 CA„O PVC IRAM 110 3,2 X 4M;2866.82;27;0;0;0;1911.21;1.5;2296.58;0;845.67;14;-;23
99.10.14.01;1385 BOCA ACCESO 10X10 3,2 TUBOFORTE;558.86;27;0;0;0;372.58;1.5;447.7;0;164.86;14;-;23
99.10.14.02;1386 BUJE C/TUERCA CA„O CAMARA ¯110 ROSCADA TUBOFORTE 3,2;383.65;27;0;0;0;255.77;1.5;307.34;0;113.17;14;-;23
99.10.14.03;1387 CA„O CAMARA 110 TUBOFORTE 3,2;619.23;27;0;0;0;412.82;1.5;496.06;0;182.66;14;-;23
99.10.14.04;1388 CODO 90¼ HH 40 TUBOFORTE 3,2;54.05;27;0;0;0;36.03;1.5;43.3;0;15.99;14;-;23
99.10.14.05;1389 CODO 90¼ HH 50 TUBOFORTE 3,2;94.8;27;0;0;0;63.2;1.5;75.94;0;27.96;14;-;23
99.10.14.06;1390 CODO 90¼ MH 110 TUBOFORTE 3,2;262.49;27;0;0;0;175;1.5;210.28;0;77.43;14;-;23
99.10.14.07;1391 CODO 90¼ MH 40 TUBOFORTE 3,2;54.05;27;0;0;0;36.03;1.5;43.3;0;15.99;14;-;23
99.10.14.08;1392 CODO 90¼ MH 63 TUBOFORTE 3,2;116.82;27;0;0;0;77.88;1.5;93.58;0;34.46;14;-;23
99.10.14.09;1393 CODO C/ACOM.110 MH TUBOFORTE 3,2;481.19;27;0;0;0;320.8;1.5;385.48;0;141.94;14;-;23
99.10.14.10;1394 CURVA 45¼ 110 CORTA TUBOFORTE 3,2;301.46;27;0;0;0;188.41;1.6;226.4;0;7.51;14;DISANCO $66-26/02/19;23
99.10.14.11;1395 CURVA 45¼ 40  TUBOFORTE 3,2;66.14;27;0;0;0;44.09;1.5;52.98;0;19.51;14;-;23
99.10.14.12;1396 CURVA 45¼ 50 TUBOFORTE 3,2;91.4;27;0;0;0;60.93;1.5;73.22;0;26.96;14;-;23
99.10.14.13;1397 CURVA 45¼ 63 TUBOFORTE 3,2;153.02;27;0;0;0;102.01;1.5;122.58;0;45.14;14;-;23
99.10.14.14;1398 CUPLA 110 TUBOFORTE 3,2;202.35;27;0;0;0;134.9;1.5;162.1;0;59.69;14;-;23
99.10.14.15;1399 CUPLA 115 POCERO TUBOFORTE 3,2;597.69;27;0;0;0;398.46;1.5;478.8;0;176.31;14;-;23
99.10.14.16;1400 CUPLA 40 TUBOFORTE 3,2;57.85;27;0;0;0;32.14;1.8;38.62;0;14.21;14;-;23
99.10.14.17;1401 CUPLA 50 TUBOFORTE 3,2;51.23;27;0;0;0;34.15;1.5;41.04;0;15.11;14;-;23
99.10.14.18;1402 CUPLA 63 TUBOFORTE 3,2;93.6;27;0;0;0;62.4;1.5;74.98;0;27.61;14;-;23
99.10.14.19;1403 CUPLA DILAT. 110 3,2 TUBOFORTE;392.67;27;0;0;0;261.78;1.5;314.56;0;115.83;14;-;23
99.10.14.20;1404 CUPLA RED. 50 X 40 EXCENTRICA TUBOFORTE 3,2;54.85;27;0;0;0;36.57;1.5;43.94;0;16.18;14;-;23
99.10.14.21;1405 CUPLA RED.110 X 63 EXCENTRICA TUBOFORTE 3,2;204.67;27;0;0;0;136.45;1.5;163.96;0;60.37;14;-;23
99.10.14.22;1406 CUPLA RED.63 X 50 EXCENTRICA TUBOFORTE 3,2;77;27;0;0;0;51.33;1.5;61.68;0;22.71;14;-;23
99.10.14.23;1407 CURVA 90¼  63 TUBOFORTE 3,2;183.65;27;0;0;0;122.43;1.5;147.12;0;54.17;14;-;23
99.10.14.24;1408 CURVA 90¼ 110 CORTA TUBOFORTE 3,2;392.39;27;0;0;0;261.59;1.5;314.34;0;115.75;14;-;23
99.10.14.25;1409 CURVA 45¼ 110 3,2 C/ARO TUBOFORTE;601.11;27;0;0;0;400.74;1.5;481.54;0;177.32;14;-;23
99.10.14.26;1410 CURVA 45¼ 110 3,2 LARGA TUBOFORTE;452.53;27;0;0;0;301.69;1.5;362.52;0;11.29;14;-;23
99.10.14.27;1411 CURVA 90¼ 110 3,2 C/ARO TUBOFORTE;601.11;27;0;0;0;400.74;1.5;481.54;0;177.32;14;-;23
99.10.14.28;1412 CURVA 90¼ 110 3,2 LARGA TUBOFORTE;472.78;27;0;0;0;315.19;1.5;378.74;0;139.46;14;-;23
